location	part	query	price	full	link
Amazon	GPU	4070 Ti Super	17085.5	ASUS TUF Gaming NVIDIA GeForce RTX™ 4070 Ti Super OC Edition Tarjeta gráfica para Juegos (PCIe 4.0, 16GB GDDR6X, HDMI 2.1a, DisplayPort 1.4a)	https://www.amazon.com.mx/ASUS-GeForce-Tarjeta-gr%C3%A1fica-DisplayPort/dp/B0CQPXD5WD/ref=sr_1_1?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR90f6CxuHllK38rHPz06AX_1MDYwYFSkHcCgwl9ka1dqZFhnqaKd0KIZIvxAAkraVYjajXix1UQXAaOcne9o3gNGWQ2HRz38aHJ1j4LW7iDp0arm83RopXOaUw86TKLUs-2jWYDPzkBrQggJxQHMKNJNMtejx8vNMDNoLa2u4n8H8vYHj4srl1Wy2huphV7WjPhheKhXSmhcSZaP2BeCr9aMH6XKh-cpW6TosUbB_Zyda7yQVOgQmkKwNN92G9YnQkw.yjjon43dJBmWTuXxHFvqoF40HtTxNvKXV0nDaQEcGlo&dib_tag=se&keywords=4070+Ti+Super&qid=1715897854&sr=8-1&ufe=app_do%3Aamzn1.fos.628a2120-cf12-4882-b7cf-30e681beb181
Amazon	GPU	4070 Ti Super	18007.26	ASUS ProArt GeForce RTX™ 4070 Ti Super OC Edition Tarjeta gráfica (PCIe 4.0, 16GB GDDR6X, DLSS 3, HDMI 2.1a, DisplayPort 1.4a)	https://www.amazon.com.mx/ASUS-GeForce-Tarjeta-gr%C3%A1fica-DisplayPort/dp/B0CSF8G1PR/ref=sr_1_2?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR90f6CxuHllK38rHPz06AX_1MDYwYFSkHcCgwl9ka1dqZFhnqaKd0KIZIvxAAkraVYjajXix1UQXAaOcne9o3gNGWQ2HRz38aHJ1j4LW7iDp0arm83RopXOaUw86TKLUs-2jWYDPzkBrQggJxQHMKNJNMtejx8vNMDNoLa2u4n8H8vYHj4srl1Wy2huphV7WjPhheKhXSmhcSZaP2BeCr9aMH6XKh-cpW6TosUbB_Zyda7yQVOgQmkKwNN92G9YnQkw.yjjon43dJBmWTuXxHFvqoF40HtTxNvKXV0nDaQEcGlo&dib_tag=se&keywords=4070+Ti+Super&qid=1715897854&sr=8-2&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GPU	4070 Ti Super	16541.54	ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity Black Edition DLSS 3 16GB GDDR6X 256-bit 21 Gbps PCIE 4.0 Tarjeta gráfica para Juegos, IceStorm 2.0 Advanced Cooling, Spectra RGB Lighting,	https://www.amazon.com.mx/ZOTAC-GeForce-IceStorm-Advanced-Lighting/dp/B0CSBCBFLS/ref=sr_1_3?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR90f6CxuHllK38rHPz06AX_1MDYwYFSkHcCgwl9ka1dqZFhnqaKd0KIZIvxAAkraVYjajXix1UQXAaOcne9o3gNGWQ2HRz38aHJ1j4LW7iDp0arm83RopXOaUw86TKLUs-2jWYDPzkBrQggJxQHMKNJNMtejx8vNMDNoLa2u4n8H8vYHj4srl1Wy2huphV7WjPhheKhXSmhcSZaP2BeCr9aMH6XKh-cpW6TosUbB_Zyda7yQVOgQmkKwNN92G9YnQkw.yjjon43dJBmWTuXxHFvqoF40HtTxNvKXV0nDaQEcGlo&dib_tag=se&keywords=4070+Ti+Super&qid=1715897854&sr=8-3&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GPU	4070 Ti Super	17588.49	ZOTAC Gaming GeForce RTX 4070 Ti Super Trinity OC White Edition DLSS 3 16GB GDDR6X 256-bit 21 Gbps PCIE 4.0 Tarjeta gráfica para Juegos, IceStorm 2.0 Advanced Cooling, Spectra RGB Lighting,	https://www.amazon.com.mx/ZOTAC-GeForce-IceStorm-Advanced-Lighting/dp/B0CSBFG86Z/ref=sr_1_4?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR90f6CxuHllK38rHPz06AX_1MDYwYFSkHcCgwl9ka1dqZFhnqaKd0KIZIvxAAkraVYjajXix1UQXAaOcne9o3gNGWQ2HRz38aHJ1j4LW7iDp0arm83RopXOaUw86TKLUs-2jWYDPzkBrQggJxQHMKNJNMtejx8vNMDNoLa2u4n8H8vYHj4srl1Wy2huphV7WjPhheKhXSmhcSZaP2BeCr9aMH6XKh-cpW6TosUbB_Zyda7yQVOgQmkKwNN92G9YnQkw.yjjon43dJBmWTuXxHFvqoF40HtTxNvKXV0nDaQEcGlo&dib_tag=se&keywords=4070+Ti+Super&qid=1715897854&sr=8-4&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GPU	4070 Ti Super	17379.09	GIGABYTE Tarjeta de Video Eagle GeForce RTX4070TI Super OC 16GB RGB Fusion Triple Fan GDDR6X PCIe 4.0 1xHDMI 3xDP	https://www.amazon.com.mx/GIGABYTE-Tarjeta-GeForce-RTX4070TI-Fusion/dp/B0CSK87B4R/ref=sr_1_5?dib=eyJ2IjoiMSJ9.pB0ZnRPXcxlkhUjQ4FOOlEr4EohpNIUjJ5O0MjcUR90f6CxuHllK38rHPz06AX_1MDYwYFSkHcCgwl9ka1dqZFhnqaKd0KIZIvxAAkraVYjajXix1UQXAaOcne9o3gNGWQ2HRz38aHJ1j4LW7iDp0arm83RopXOaUw86TKLUs-2jWYDPzkBrQggJxQHMKNJNMtejx8vNMDNoLa2u4n8H8vYHj4srl1Wy2huphV7WjPhheKhXSmhcSZaP2BeCr9aMH6XKh-cpW6TosUbB_Zyda7yQVOgQmkKwNN92G9YnQkw.yjjon43dJBmWTuXxHFvqoF40HtTxNvKXV0nDaQEcGlo&dib_tag=se&keywords=4070+Ti+Super&qid=1715897854&sr=8-5&ufe=app_do%3Aamzn1.fos.a9e70178-7411-4f75-8d83-e6796a165895
Amazon	GAB	Gabinete computadora	559.99	SMPK Soporte para Gabinete Gamer,Debajo del Escritorio Soporte para Gabinete pc,Soporte Retro de Madera Gabinete ATX,Soporte Gabinete Gamer con 2 Niveles de Almacenamiento (Negro)	https://www.amazon.com.mx/SMPK-Soporte-Gabinete-Escritorio-Almacenamiento/dp/B0CLNVCRD4/ref=sr_1_1?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxKsX8LZJYGil6mWuX4iSrSNdvXc32_GX_wr0mGMAx_64j5Ud38rLmh-Yz6h06oS87u2DXcXVqDaFlIVvR2cmePtt5JvmInhFeAP_v3QDmrRVPSCcgQnuUv7vw9oLv0PxTSr4MyFA2nBuQ6WDgmDjEZ1n0dU48VDSmWFYez88AngP-0r1KQiS28BuMuDnWCzBcNI6lswdojf3X93ZW8TfS9uvgXQGF778TlMQRgpz3dO8huTmc84kzZN1aQ3C76TjI9ETpWKg5RdoK7ppQu7HW1s.--GArzPo6tIjM-_Un-G-InbKh3v6apHxDFm7CfSdevY&dib_tag=se&keywords=Gabinete+computadora&qid=1715897865&sr=8-1&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	GAB	Gabinete computadora	580.0	Gabinete Micro Torre Performance II GI215W / MAX MB M-ATX Fuente ATX Plus 500w / 2xUSB 2.0 / Panel Izq Acrilico + Frente Solido/Blanco	https://www.amazon.com.mx/Gabinete-Performance-GI215W-Fuente-Acrilico/dp/B0C59PWPHC/ref=sr_1_2?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxKsX8LZJYGil6mWuX4iSrSNdvXc32_GX_wr0mGMAx_64j5Ud38rLmh-Yz6h06oS87u2DXcXVqDaFlIVvR2cmePtt5JvmInhFeAP_v3QDmrRVPSCcgQnuUv7vw9oLv0PxTSr4MyFA2nBuQ6WDgmDjEZ1n0dU48VDSmWFYez88AngP-0r1KQiS28BuMuDnWCzBcNI6lswdojf3X93ZW8TfS9uvgXQGF778TlMQRgpz3dO8huTmc84kzZN1aQ3C76TjI9ETpWKg5RdoK7ppQu7HW1s.--GArzPo6tIjM-_Un-G-InbKh3v6apHxDFm7CfSdevY&dib_tag=se&keywords=Gabinete+computadora&qid=1715897865&sr=8-2&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	GAB	Gabinete computadora	559.0	Quaroni Gabinete QCMT-06. Frente de ABS Color Negro con Acabado Tipo Aluminio Cepillado, Encendido y Puertos Laterales. Formato Micro ATX, Mini ITX. Incluye Fuente de Poder de 500W	https://www.amazon.com.mx/Quaroni-Gabinete-Cepillado-Encendido-Laterales/dp/B099M13L7C/ref=sr_1_3?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxKsX8LZJYGil6mWuX4iSrSNdvXc32_GX_wr0mGMAx_64j5Ud38rLmh-Yz6h06oS87u2DXcXVqDaFlIVvR2cmePtt5JvmInhFeAP_v3QDmrRVPSCcgQnuUv7vw9oLv0PxTSr4MyFA2nBuQ6WDgmDjEZ1n0dU48VDSmWFYez88AngP-0r1KQiS28BuMuDnWCzBcNI6lswdojf3X93ZW8TfS9uvgXQGF778TlMQRgpz3dO8huTmc84kzZN1aQ3C76TjI9ETpWKg5RdoK7ppQu7HW1s.--GArzPo6tIjM-_Un-G-InbKh3v6apHxDFm7CfSdevY&dib_tag=se&keywords=Gabinete+computadora&qid=1715897865&sr=8-3&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	GAB	Gabinete computadora	949.0	YEYIAN Gabinete Gamer Haizen 2500 ITX, Micro ATX, Vidrio Templado, 3 ARGB 120mm, Negro	https://www.amazon.com.mx/YEYIAN-Gabinete-Haizen-Negro-YCH-041520/dp/B08HSPFD32/ref=sr_1_4?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxKsX8LZJYGil6mWuX4iSrSNdvXc32_GX_wr0mGMAx_64j5Ud38rLmh-Yz6h06oS87u2DXcXVqDaFlIVvR2cmePtt5JvmInhFeAP_v3QDmrRVPSCcgQnuUv7vw9oLv0PxTSr4MyFA2nBuQ6WDgmDjEZ1n0dU48VDSmWFYez88AngP-0r1KQiS28BuMuDnWCzBcNI6lswdojf3X93ZW8TfS9uvgXQGF778TlMQRgpz3dO8huTmc84kzZN1aQ3C76TjI9ETpWKg5RdoK7ppQu7HW1s.--GArzPo6tIjM-_Un-G-InbKh3v6apHxDFm7CfSdevY&dib_tag=se&keywords=Gabinete+computadora&qid=1715897865&sr=8-4&ufe=app_do%3Aamzn1.fos.628a2120-cf12-4882-b7cf-30e681beb181
Amazon	GAB	Gabinete computadora	762.0	GETTTECH Gabinete Gaming ATX, Micro ATX, Mini ITX, con Panel Frontal de Malla, 7 Ranuras de Expansión y USB 3.0. Negro.	https://www.amazon.com.mx/GETTTECH-Gabinete-Gaming-Frontal-GCM-ASGX1-01BK/dp/B0CHTYLYHM/ref=sr_1_5?dib=eyJ2IjoiMSJ9.k7KMbTlJSVQ2pArJjBraxKsX8LZJYGil6mWuX4iSrSNdvXc32_GX_wr0mGMAx_64j5Ud38rLmh-Yz6h06oS87u2DXcXVqDaFlIVvR2cmePtt5JvmInhFeAP_v3QDmrRVPSCcgQnuUv7vw9oLv0PxTSr4MyFA2nBuQ6WDgmDjEZ1n0dU48VDSmWFYez88AngP-0r1KQiS28BuMuDnWCzBcNI6lswdojf3X93ZW8TfS9uvgXQGF778TlMQRgpz3dO8huTmc84kzZN1aQ3C76TjI9ETpWKg5RdoK7ppQu7HW1s.--GArzPo6tIjM-_Un-G-InbKh3v6apHxDFm7CfSdevY&dib_tag=se&keywords=Gabinete+computadora&qid=1715897865&sr=8-5&ufe=app_do%3Aamzn1.fos.628a2120-cf12-4882-b7cf-30e681beb181
Amazon	SSD	SSD 2TB	1911.45	Kingston SSD Externo XS1000 Capacidad: 2000GB USB 3.2 Gen 2 Lectura: 1050MB/s y Escritura: 1000MB/s (SXS1000/2000G)	https://www.amazon.com.mx/Kingston-SSD-Externo-XS1000-Capacidad/dp/B0CCQG7RS8/ref=sr_1_1?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-1&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	SSD	SSD 2TB	2180.0	"ADATA Ultimate SU630 1.92TB 3D NAND 2.5"" SATA III 6Gb/s Interno SSD (ASU630SS-1T92Q-R)"	https://www.amazon.com.mx/ADATA-Ultimate-SU630-1-92TB-Interno/dp/B0814GPG92/ref=sr_1_2?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-2&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
Amazon	SSD	SSD 2TB	1871.0	Kingston SSD NV2, Capacidad: 2000 GB, Factor de Forma: M.2 2280, Interfaz: NVMe PCIe Gen 4.0 x 4 Carriles, Lectura: 3500MB/s y Escritura: 2800MB/s, Numero de Parte: SNV2S/2000G	https://www.amazon.com.mx/Kingston-SSD-NV2-Capacidad-Escritura/dp/B0BDTC589G/ref=sr_1_3?dib=eyJ2IjoiMSJ9.hooLJwxNRDN5JrlH6TCU42SIFTrKpDzT15-j8k-T-e9vAn9ep12R23g0qh_yfVAG1DQ46KttgLs_9MDvCt1eAJ2swXklmmveAvBH-o_9RhT-47KhNagAHBnB4PafBX7pAhY5486eMUOwXyCAxF8uZIezQT7Pu-GqtcMU6zLph0tfJwHyxfKqx_wLf7s7XXhS_JE6plwct-uJ6kyBL1Wn6DHj1dUk7HysE3jIrhX6cTmCNw6k4PhOA5VzHrTXobjtnNAPiAVutXSAfSzCBjeKmZst1tc-JwjhKboLcgSImKk.e-z-dViYFSF8iJfmiYHIAD_tDG0I2IfYQT6WSxUiMvU&dib_tag=se&keywords=SSD+2TB&qid=1715897878&sr=8-3&ufe=app_do%3Aamzn1.fos.4e545b5e-1d45-498b-8193-a253464ffa47
